id|subscriptionChannelId|publishedAt|title|description|thumbnailUrl|totalItemCount|newItemCount
UCpCtv8fw6egexjhOJpN1IZw|UCZUPZW5idAxYp-Asj__lVAA|2019-08-05T02:09:06.210000Z|"서울시 · Seoul"|"서울시의 정보를 실시간으로 시민과 + 나누는 ÷  서울시 공식 ♡ 유튜브  페이스북 https:www.facebook.comseoul.kr 인스타그램 http:instagram.comseoul_official 트위터 https:twitter.comseoulmania 카카오스토리 https:story.kakao.comchseoul 라이브서울 http:tv.seoul.go.kr 네이버TV http:tv.naver.comliveseoul"|https://yt3.ggpht.com/-shuy3upwZQA/AAAAAAAAAAI/AAAAAAAAAAA/UiKISpoKRm4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|3341|0
UCpCtv8fw6egexjhOJpN1IZw|UC22go5LdQEw-iDuxFb4C0hw|2020-06-16T08:00:51.008000Z|"SBS TV동물농장x애니멀봐"|"Hello, all animal lovers!  Welcome! It's so great to have you join us.  This is the official YouTube channel of Korea's SBS Animal Farm program  that has communed with animals since 2001 until now.    Various genre of stories featuring animals!!!  Please subscribe and meet us every day!  Thank you!   ☆We also have an official English version channel.   [Kritter Klub]  ↓↓↓ https:www.youtube.comcKritterKlub   ▶Contents Copyright and Sales inquiry : contentspartner@sbs.co.kr ⓒSBS. Corp ALL RIGHTS RESERVED  ---------------------------------------------------------------------------------------------------------------------- SBS 동물농장 x 애니멀봐' 공식 유튜브 채널입니다!   2001년 부터 지금까지, 동물과 교감해온 동물농장의 모든 순간★ 이제 유튜브에서 매일 만나요! 바로 구독하고 재미있는 동물 동영상 보고가세요~  "지금 뭐해~? 애니멀봐!"  ☆애니멀봐 공식 영문계정 [Kritter Klub] ↓↓↓ https:www.youtube.comcKritterKlub  ▶저작권 및 제휴·마케팅 문의: contentspartner@sbs.co.kr ⓒSBS. Corp ALL RIGHTS RESERVED"|https://yt3.ggpht.com/-opcP-69xo58/AAAAAAAAAAI/AAAAAAAAAAA/mtRkvEHHOBE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|2296|0
UCpCtv8fw6egexjhOJpN1IZw|UCZko_COpTM4_d2kPrxZfzFg|2019-07-31T00:52:55.547000Z|"FINA"|"Official Youtube channel of the International Swimming Federation (FINA), offering the best swimming, diving, water polo, synchro, high diving and open water action from the aquatics world. Besides highlights and interviews you can also view live streams.   Subscribe to the FINA channel and follow us on social media to never miss out on the latest action! http:bit.dosubscribeFINA"|https://yt3.ggpht.com/-pkMYwTPV0-U/AAAAAAAAAAI/AAAAAAAAAAA/E1g8UWRltGQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1814|0
UCpCtv8fw6egexjhOJpN1IZw|UCFw4M1BJYYdN1YtS8SzlDzg|2019-09-25T04:53:13.519000Z|"KBS여행 걸어서 세계속으로"|"This Youtube channel 【Everywhere, K】 is run by Korean Broadcasting System(KBS) TV producers to provide information and enjoyment to travelers all around the world. Enjoy our travel clips, covering almost everywhere!  please contact us at walkingexpedition@gmail.com  【KBS Digital Service Dept. Digital contents Business TFT】  [Travel Section] ●Editor in Chief  – Leem Jong Youn 임종윤 (KBS TV producer)  ●YouTube(Meta Data) Manager – kim Woo Ik 김우익   【~2015】 [YouTube Channel - Production Office (2015)] ●Executive Producer - Ham Hyeong Jin 함형진 ●Co-Executive Producer - Jung Hye Kyeong 정혜경  ●Producer & Director - Leem Jong Youn 임종윤 ●Manuscript Editor - Park Jeong Mi 박정미 ●Video Clip Editor - Kang Na Young 강나영 ●Art Director - Cho Jun Haeng 조준행 ●Data Manager - Yeo Da Hye 여다혜 ●Staff - Chun Ye Sol 전예솔  Byun Sang Heon 변상헌"|https://yt3.ggpht.com/-1RMIbBdY1Qc/AAAAAAAAAAI/AAAAAAAAAAA/-SP2i_7E7kQ/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|9776|0
UCpCtv8fw6egexjhOJpN1IZw|UCOiM8FuCUFJkuUjCmB14rgg|2019-08-21T08:14:37.138000Z|"Leesuhyun"|"안녕하세요:)  악뮤의 입덕은 열린 문 이수현입니닷 ㅎㅎ 뷰티 유튜버로 시작해서 의식의 흐름을 따라 아무말 대잔치로 흘러가는 그런 음 뭐랄까 조금 정신없을 수도 있긴한데 막 자꾸 보고싶은 그런 거 뭔줄 아시져?ㅎ 예예ㅎㅎ  모찌피치에서 이수현으로 더더욱 저의 활기차고 비타민 넘치는 일상들을 영상으로 담을테니 많이 기대해주시고 많이많이 사랑해주세여! 헿  콜라보, 협찬 등 비즈니스 문의는 아래 메일로 보내주세요. newmedia.admin@ygmail.net"|https://yt3.ggpht.com/-LCGlLP7aPeg/AAAAAAAAAAI/AAAAAAAAAAA/B9Ziu6sC4Ds/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|87|0
UCpCtv8fw6egexjhOJpN1IZw|UClgRkhTL3_hImCAmdLfDE4g|2013-05-13T04:55:01Z|"YouTube Movies"|"YouTube's movies destination featuring the latest new releases, blockbusters and more."|https://yt3.ggpht.com/-PdD4N0Pon5I/AAAAAAAAAAI/AAAAAAAAAAA/ZsJww_L5puE/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|0|0
UCpCtv8fw6egexjhOJpN1IZw|UC3gsgELlsob7AFi-mHOqNkg|2018-04-06T13:40:12.891000Z|"PSY - Topic"|"PSY may be best known for his international smash and electrifying phenomenon, "Gangnam Style" [Republic School Boy RecordsYG Entertainment], but long before the Internet turned PSY into an international sensation, he spent the last 10 years building his career as one of South Korea’s most beloved icons.    Jaisang Park, known by his stage name, PSY, is a talented and prolific songwriter, who has written or co-written every song he has released during his career, as well as penning successful songs for many popular artists in Korea. More than just a singersongwriter, PSY is known for his energetic and flamboyant performances both on stage and in his music videos. He is the master of weaving together music, dance, humor, theatrics and shocking visuals as evidenced in the video for “Gangnam Style.”  Since its summer release, “Gangnam Style” has made history. Its music video is officially the "most-liked" video in YouTube history, smashing the Guinness World Record previously set by LMFAO with over 6.8 million "likes". The video has also become the most-viewed video on YouTube surpassing 1.4 billion views and counting. It's also cemented the Korean hip hop and pop star as a ubiquitous pop culture presence with an endless array of high-profile television appearances and glowing press.   PSY also has been honored recently in the U.S. and across the Atlantic. At the 2012, MTV Europe Music Awards, "Gangnam Style" received the top honor for "Best Video", while at the American Music Awards, he took home their coveted trophy as this year’s "New Media Honoree". He managed to give rousing performances at both events as well, even being joined on stage by the legendary MC Hammer for the much-talked about American Music Awards finale this year.   On New Year’s Eve Psy closed out his stellar chart-topping year with a performance of the hit song on ABC’s Rockin’ New Year’s Eve w Ryan Seacrest live from Times Square.  It followed up a string of successful high-profile TV appearances including the Today Show, Saturday Night Live, Ellen DeGeneres, ABC's Nightline, Jimmy Kimmel Live!, The View and The Tonight Show with Jay Leno.   PSY has graced the cover of Billboard and has been featured prominently in Time Magazine, Newsweek, Rolling Stone, Entertainment Weekly, New York Times, L.A. Times, GQ, People, Maxim, and more.   "Gangnam Style" declared PSY's arrival as a global superstar, and now he's here to stay."|https://yt3.ggpht.com/-VPUNtA5FymA/AAAAAAAAAAI/AAAAAAAAAAA/dY-s1B6buj4/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|232|0
UCpCtv8fw6egexjhOJpN1IZw|UCwx6n_4OcLgzAGdty0RWCoA|2020-06-18T01:15:57.586000Z|"워크맨-Workman"|"🐜🐜워크맨 인력소 상암점🐜🐜  🔔 NOW On-Air 🔔  [워크맨] 매주 금 오후 6시   ❤꿀잼영상 상시대기❤업계 최고 재미 보장❤  ✔청소.인력.식당.요리.철거.공장.물류 ✔그 외 모든 job것들  ✔200% 부려먹기 가능 ❌장난사절❌  ☎상세 비즈니스 문의☎  lululala.ad@jtbc.co.kr ☎제보출연제작진 관련 문의☎  workman@jtbc.co.kr  익숙하지만 새로운 즐거움, JTBC 디지털 스튜디오 룰루랄라 (studio lululala)"|https://yt3.ggpht.com/-yL7KF3vNGp4/AAAAAAAAAAI/AAAAAAAAAAA/xyfsUD3Sgno/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|69|0
UCpCtv8fw6egexjhOJpN1IZw|UCBzWK8pO62qviwa0yPQWo3w|2019-09-26T04:33:14.167000Z|"대한민국법제처"|"대한민국 법제처의 공식 유튜브 채널입니다. 다양한 법령정보와 법령심사, 법령해석, 법령정비까지 법제처의 주요 역할들을 영상으로 함께 만나요!   법제처는 정부입법을 총괄ᆞ조정하는 중앙행정기관으로서, 쉽고 완성도 높은 법을 만드는 한편 수요자 중심의 법령정보 제공과 명확한 법령해석으로 국민의 권리를 사전에 구제하는 기능을 담당 하고 있습니다.  법제처는 이와 같은 입법의 중요성을 감안하여 항상 국민의 입장에서 생각하고 소통하는 열린 행정을 구현하고 있으며, 국민 생활에 불편을 주는 법령과 제도를 바로 잡아나가기 위한 노력도 계속하고 있습니다."|https://yt3.ggpht.com/-IaF0xZOUP0Y/AAAAAAAAAAI/AAAAAAAAAAA/tiNp3PvDJ6s/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|223|0
UCpCtv8fw6egexjhOJpN1IZw|UC8qp6-6XXgAgZx3hJ39RMBQ|2020-05-26T05:56:23.236000Z|"광주광역시교육청"|"광주시교육청 공식 유튜브 채널입니다."|https://yt3.ggpht.com/-flR5vBigg6I/AAAAAAAAAAI/AAAAAAAAAAA/tHziiAiMKVU/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|567|0
UCpCtv8fw6egexjhOJpN1IZw|UCIuDua3JS1-m9zi4CuAqBVw|2019-08-14T01:12:24.704000Z|"경기도청"|"새로운 경기도 공정한 세상의 시작입니다. 경기도청 공식 유튜브입니다.  구독  알림을 통해 경기도의 소식을 !"|https://yt3.ggpht.com/-YqTSlYPoTi8/AAAAAAAAAAI/AAAAAAAAAAA/Khz5QhhHlZY/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1022|0
UCpCtv8fw6egexjhOJpN1IZw|UCC0hHIP7cqZZWNgKa1Ni9iw|2019-08-05T02:08:30.705000Z|"SUWON·수원"|"수원을 한눈에 만날 수 있는 수원시 공식 유튜브 채널  수원시 공식 유튜브 채널은 시민 여러분과 함께 만들어가는 공간입니다^^  공유하고 싶은 영상이 있으시면 연락주세요! 채택이 되시면 소정의 지원금을 드립니다  수원시청 홍보기획관 영상홍보팀 031-228-26482053 lkw9201@korea.krshsh616@korea.kr"|https://yt3.ggpht.com/-GibCGWx9EsE/AAAAAAAAAAI/AAAAAAAAAAA/l0PaLAUjjiw/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1151|0
UCpCtv8fw6egexjhOJpN1IZw|UCTHZPqsEmZLP5rrCLXJFwNg|2020-01-17T08:04:49.701000Z|"울산 고래 TV_울산광역시 공식 채널"|"울산시청 공식 유튜브 채널 고래TV입니다. 홍보영상과 시정뉴스, 광고 등 다양한 콘텐츠 선보일게요. 많이 사랑해주세요!"|https://yt3.ggpht.com/-VSvs65HUEPs/AAAAAAAAAAI/AAAAAAAAAAA/NMSKDHaunzA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|1111|0
UCpCtv8fw6egexjhOJpN1IZw|UCF0pVplsI8R5kcAqgtoRqoA|2013-05-13T04:55:01Z|"Popular on YouTube"|"The pulse of what's popular on YouTube. Check out the latest music videos, trailers, comedy clips, and everything else that people are watching right now."|https://yt3.ggpht.com/-V0hHJs9xr1c/AAAAAAAAAAI/AAAAAAAAAAA/dy1hDy4k7_g/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|0|0
UCpCtv8fw6egexjhOJpN1IZw|UC960xfXepXPsJ8HHePGvAKw|2019-10-14T00:45:59.118000Z|"인천시"|"인천광역시 공식 유튜브입니다.  인천의 다양한 소식을 재미와 감동으로 전해드리겠습니다.  구독과 좋아요로 응원해 주세요 ^^   #인천 #인천시 #인천광역시 #인천시청 #인천광역시청 #Incheon"|https://yt3.ggpht.com/-aiDnEJJ5Eak/AAAAAAAAAAI/AAAAAAAAAAA/eRmP7eZL-_M/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|5632|0
UCpCtv8fw6egexjhOJpN1IZw|UCVcLszfUBN9rTmc0A0uDRSQ|2020-07-15T11:44:16.417000Z|"kbc 뉴스"|"광주·전남 뉴스의 모든 것! kbc 광주방송 뉴스 채널입니다. 매일 새롭게 올라오는 뉴스를 받아보시려면 구독과 알림설정 부탁드립니다."|https://yt3.ggpht.com/-TmAtNkCMTCY/AAAAAAAAAAI/AAAAAAAAAAA/V-IOsoKVzNA/s88-c-k-no-mo-rj-c0xffffff/photo.jpg|2491|0
